State,StateFips,Year,UnempRate_AnnNSA
Oregon,Oregon,1995,4.8
Oregon,Oregon,1996,5.6
Oregon,Oregon,1997,5.5
Oregon,Oregon,1998,5.6
Oregon,Oregon,1999,5.5
Oregon,Oregon,2000,5.2
Oregon,Oregon,2001,6.4
Oregon,Oregon,2002,7.5
Oregon,Oregon,2003,8
Oregon,Oregon,2004,7.4
Oregon,Oregon,2005,6.2
Oregon,Oregon,2006,5.4
Oregon,Oregon,2007,5.2
Oregon,Oregon,2008,6.3
Oregon,Oregon,2009,10.6
Oregon,Oregon,2010,10.6
Oregon,Oregon,2011,9.5
Oregon,Oregon,2012,8.699999999999999
Oregon,Oregon,2013,7.8
Oregon,Oregon,2014,6.7
Oregon,Oregon,2015,5.5
Oregon,Oregon,2016,4.8
Oregon,Oregon,2017,4.1
Oregon,Oregon,2018,4
Oregon,Oregon,2019,3.7
Oregon,Oregon,2020,7.6
Oregon,Oregon,2021,5.2
Oregon,Oregon,2022,4
Oregon,Oregon,2023,3.8
Pennsylvania,Pennsylvania,1995,5.9
Pennsylvania,Pennsylvania,1996,5.5
Pennsylvania,Pennsylvania,1997,5.1
Pennsylvania,Pennsylvania,1998,4.7
Pennsylvania,Pennsylvania,1999,4.5
Pennsylvania,Pennsylvania,2000,4.2
Pennsylvania,Pennsylvania,2001,4.8
Pennsylvania,Pennsylvania,2002,5.6
Pennsylvania,Pennsylvania,2003,5.7
Pennsylvania,Pennsylvania,2004,5.4
Pennsylvania,Pennsylvania,2005,5
Pennsylvania,Pennsylvania,2006,4.7
Pennsylvania,Pennsylvania,2007,4.6
Pennsylvania,Pennsylvania,2008,5.4
Pennsylvania,Pennsylvania,2009,8
Pennsylvania,Pennsylvania,2010,8.199999999999999
Pennsylvania,Pennsylvania,2011,7.7
Pennsylvania,Pennsylvania,2012,7.6
Pennsylvania,Pennsylvania,2013,7.1
Pennsylvania,Pennsylvania,2014,6
Pennsylvania,Pennsylvania,2015,5.4
Pennsylvania,Pennsylvania,2016,5.3
Pennsylvania,Pennsylvania,2017,5
Pennsylvania,Pennsylvania,2018,4.4
Pennsylvania,Pennsylvania,2019,4.3
Pennsylvania,Pennsylvania,2020,8.800000000000001
Pennsylvania,Pennsylvania,2021,5.9
Pennsylvania,Pennsylvania,2022,4.1
Pennsylvania,Pennsylvania,2023,3.7
Rhode Island,Rhode Island,1995,6.3
Rhode Island,Rhode Island,1996,5.2
Rhode Island,Rhode Island,1997,5.3
Rhode Island,Rhode Island,1998,4.6
Rhode Island,Rhode Island,1999,4.2
Rhode Island,Rhode Island,2000,4
Rhode Island,Rhode Island,2001,4.5
Rhode Island,Rhode Island,2002,5.1
Rhode Island,Rhode Island,2003,5.5
Rhode Island,Rhode Island,2004,5.3
Rhode Island,Rhode Island,2005,5.1
Rhode Island,Rhode Island,2006,5.2
Rhode Island,Rhode Island,2007,5.1
Rhode Island,Rhode Island,2008,7.6
Rhode Island,Rhode Island,2009,11.2
Rhode Island,Rhode Island,2010,11.6
Rhode Island,Rhode Island,2011,11.1
Rhode Island,Rhode Island,2012,10.3
Rhode Island,Rhode Island,2013,9.5
Rhode Island,Rhode Island,2014,7.8
Rhode Island,Rhode Island,2015,6
Rhode Island,Rhode Island,2016,5.2
Rhode Island,Rhode Island,2017,4.5
Rhode Island,Rhode Island,2018,4
Rhode Island,Rhode Island,2019,3.5
Rhode Island,Rhode Island,2020,9.199999999999999
Rhode Island,Rhode Island,2021,5.6
Rhode Island,Rhode Island,2022,3.2
Rhode Island,Rhode Island,2023,3
South Carolina,South Carolina,1995,5.1
South Carolina,South Carolina,1996,5.7
South Carolina,South Carolina,1997,4.5
South Carolina,South Carolina,1998,3.6
South Carolina,South Carolina,1999,4.2
South Carolina,South Carolina,2000,3.7
South Carolina,South Carolina,2001,5.2
South Carolina,South Carolina,2002,6.1
South Carolina,South Carolina,2003,6.7
South Carolina,South Carolina,2004,6.9
South Carolina,South Carolina,2005,6.8
South Carolina,South Carolina,2006,6.3
South Carolina,South Carolina,2007,5.6
South Carolina,South Carolina,2008,6.9
South Carolina,South Carolina,2009,11
South Carolina,South Carolina,2010,11.1
South Carolina,South Carolina,2011,10.3
South Carolina,South Carolina,2012,9
South Carolina,South Carolina,2013,7.4
South Carolina,South Carolina,2014,6.3
South Carolina,South Carolina,2015,5.9
South Carolina,South Carolina,2016,4.9
South Carolina,South Carolina,2017,4.2
South Carolina,South Carolina,2018,3.4
South Carolina,South Carolina,2019,2.8
South Carolina,South Carolina,2020,6
South Carolina,South Carolina,2021,3.9
South Carolina,South Carolina,2022,3.2
South Carolina,South Carolina,2023,3
South Dakota,South Dakota,1995,3.2
South Dakota,South Dakota,1996,3.3
South Dakota,South Dakota,1997,2.9
South Dakota,South Dakota,1998,2.9
South Dakota,South Dakota,1999,2.7
South Dakota,South Dakota,2000,2.5
South Dakota,South Dakota,2001,3
South Dakota,South Dakota,2002,3.2
South Dakota,South Dakota,2003,3.5
South Dakota,South Dakota,2004,3.6
South Dakota,South Dakota,2005,3.5
South Dakota,South Dakota,2006,3
South Dakota,South Dakota,2007,2.8
South Dakota,South Dakota,2008,3.1
South Dakota,South Dakota,2009,4.6
South Dakota,South Dakota,2010,4.9
South Dakota,South Dakota,2011,4.6
South Dakota,South Dakota,2012,4
South Dakota,South Dakota,2013,3.7
South Dakota,South Dakota,2014,3.4
South Dakota,South Dakota,2015,3
South Dakota,South Dakota,2016,3
South Dakota,South Dakota,2017,3
South Dakota,South Dakota,2018,2.8
South Dakota,South Dakota,2019,2.7
South Dakota,South Dakota,2020,4.1
South Dakota,South Dakota,2021,2.5
South Dakota,South Dakota,2022,1.9
South Dakota,South Dakota,2023,1.8
Tennessee,Tennessee,1995,5.1
Tennessee,Tennessee,1996,5.2
Tennessee,Tennessee,1997,5.2
Tennessee,Tennessee,1998,4.3
Tennessee,Tennessee,1999,4
Tennessee,Tennessee,2000,3.8
Tennessee,Tennessee,2001,4.6
Tennessee,Tennessee,2002,5.2
Tennessee,Tennessee,2003,5.5
Tennessee,Tennessee,2004,5.3
Tennessee,Tennessee,2005,5.5
Tennessee,Tennessee,2006,5.2
Tennessee,Tennessee,2007,4.6
Tennessee,Tennessee,2008,6.5
Tennessee,Tennessee,2009,10.4
Tennessee,Tennessee,2010,9.800000000000001
Tennessee,Tennessee,2011,9
Tennessee,Tennessee,2012,7.9
Tennessee,Tennessee,2013,7.7
Tennessee,Tennessee,2014,6.5
Tennessee,Tennessee,2015,5.5
Tennessee,Tennessee,2016,4.7
Tennessee,Tennessee,2017,3.7
Tennessee,Tennessee,2018,3.5
Tennessee,Tennessee,2019,3.3
Tennessee,Tennessee,2020,7.4
Tennessee,Tennessee,2021,4.5
Tennessee,Tennessee,2022,3.4
Tennessee,Tennessee,2023,3.2
Texas,Texas,1995,6.1
Texas,Texas,1996,5.8
Texas,Texas,1997,5.4
Texas,Texas,1998,5
Texas,Texas,1999,4.7
Texas,Texas,2000,4.4
Texas,Texas,2001,5
Texas,Texas,2002,6.4
Texas,Texas,2003,6.8
Texas,Texas,2004,6
Texas,Texas,2005,5.5
Texas,Texas,2006,5
Texas,Texas,2007,4.4
Texas,Texas,2008,4.9
Texas,Texas,2009,7.6
Texas,Texas,2010,8.300000000000001
Texas,Texas,2011,8
Texas,Texas,2012,6.7
Texas,Texas,2013,6.3
Texas,Texas,2014,5.2
Texas,Texas,2015,4.5
Texas,Texas,2016,4.6
Texas,Texas,2017,4.4
Texas,Texas,2018,3.9
Texas,Texas,2019,3.5
Texas,Texas,2020,7.7
Texas,Texas,2021,5.6
Texas,Texas,2022,3.9
Texas,Texas,2023,4
Utah,Utah,1995,3.4
Utah,Utah,1996,3.4
Utah,Utah,1997,3.2
Utah,Utah,1998,3.6
Utah,Utah,1999,3.5
Utah,Utah,2000,3.3
Utah,Utah,2001,4.4
Utah,Utah,2002,5.7
Utah,Utah,2003,5.6
Utah,Utah,2004,5
Utah,Utah,2005,4
Utah,Utah,2006,2.8
Utah,Utah,2007,2.6
Utah,Utah,2008,3.3
Utah,Utah,2009,7.6
Utah,Utah,2010,8.300000000000001
Utah,Utah,2011,7.2
Utah,Utah,2012,4.8
Utah,Utah,2013,4.2
Utah,Utah,2014,3.6
Utah,Utah,2015,3.5
Utah,Utah,2016,3.3
Utah,Utah,2017,3.1
Utah,Utah,2018,2.9
Utah,Utah,2019,2.5
Utah,Utah,2020,4.8
Utah,Utah,2021,2.8
Utah,Utah,2022,2.4
Utah,Utah,2023,2.7
Vermont,Vermont,1995,4.2
Vermont,Vermont,1996,4.2
Vermont,Vermont,1997,3.9
Vermont,Vermont,1998,3.4
Vermont,Vermont,1999,3.1
Vermont,Vermont,2000,2.8
Vermont,Vermont,2001,3.2
Vermont,Vermont,2002,3.9
Vermont,Vermont,2003,4.3
Vermont,Vermont,2004,3.6
Vermont,Vermont,2005,3.5
Vermont,Vermont,2006,3.7
Vermont,Vermont,2007,3.9
Vermont,Vermont,2008,4.5
Vermont,Vermont,2009,6.5
Vermont,Vermont,2010,6.2
Vermont,Vermont,2011,5.4
Vermont,Vermont,2012,4.8
Vermont,Vermont,2013,4.4
Vermont,Vermont,2014,3.9
Vermont,Vermont,2015,3.5
Vermont,Vermont,2016,3.1
Vermont,Vermont,2017,2.9
Vermont,Vermont,2018,2.5
Vermont,Vermont,2019,2.1
Vermont,Vermont,2020,5.6
Vermont,Vermont,2021,3.6
Vermont,Vermont,2022,2.4
Vermont,Vermont,2023,1.9
Virginia,Virginia,1995,4.4
Virginia,Virginia,1996,4.2
Virginia,Virginia,1997,3.6
Virginia,Virginia,1998,2.8
Virginia,Virginia,1999,2.7
Virginia,Virginia,2000,2.3
Virginia,Virginia,2001,3.2
Virginia,Virginia,2002,4.2
Virginia,Virginia,2003,4.1
Virginia,Virginia,2004,3.7
Virginia,Virginia,2005,3.5
Virginia,Virginia,2006,3.1
Virginia,Virginia,2007,3.1
Virginia,Virginia,2008,4.1
Virginia,Virginia,2009,6.8
Virginia,Virginia,2010,6.8
Virginia,Virginia,2011,6.3
Virginia,Virginia,2012,5.8
Virginia,Virginia,2013,5.5
Virginia,Virginia,2014,5.1
Virginia,Virginia,2015,4.4
Virginia,Virginia,2016,4
Virginia,Virginia,2017,3.6
Virginia,Virginia,2018,3
Virginia,Virginia,2019,2.8
Virginia,Virginia,2020,6.5
Virginia,Virginia,2021,3.8
Virginia,Virginia,2022,2.7
Virginia,Virginia,2023,2.7
Washington,Washington,1995,6.2
Washington,Washington,1996,5.9
Washington,Washington,1997,4.9
Washington,Washington,1998,4.8
Washington,Washington,1999,4.8
Washington,Washington,2000,5.1
Washington,Washington,2001,6.1
Washington,Washington,2002,7.2
Washington,Washington,2003,7.3
Washington,Washington,2004,6.3
Washington,Washington,2005,5.6
Washington,Washington,2006,5
Washington,Washington,2007,4.6
Washington,Washington,2008,5.2
Washington,Washington,2009,9.1
Washington,Washington,2010,10
Washington,Washington,2011,9.4
Washington,Washington,2012,8.5
Washington,Washington,2013,6.7
Washington,Washington,2014,5.9
Washington,Washington,2015,5.5
Washington,Washington,2016,5.2
Washington,Washington,2017,4.7
Washington,Washington,2018,4.4
Washington,Washington,2019,4.2
Washington,Washington,2020,8.699999999999999
Washington,Washington,2021,5.2
Washington,Washington,2022,4.1
Washington,Washington,2023,4.2
West Virginia,West Virginia,1995,8
West Virginia,West Virginia,1996,7.7
West Virginia,West Virginia,1997,7
West Virginia,West Virginia,1998,6.6
West Virginia,West Virginia,1999,6.5
West Virginia,West Virginia,2000,5.6
West Virginia,West Virginia,2001,5.3
West Virginia,West Virginia,2002,6.1
West Virginia,West Virginia,2003,6.1
West Virginia,West Virginia,2004,5.4
West Virginia,West Virginia,2005,5.1
West Virginia,West Virginia,2006,4.8
West Virginia,West Virginia,2007,4.5
West Virginia,West Virginia,2008,4.5
West Virginia,West Virginia,2009,8
West Virginia,West Virginia,2010,8.4
West Virginia,West Virginia,2011,7.7
West Virginia,West Virginia,2012,7.2
West Virginia,West Virginia,2013,6.7
West Virginia,West Virginia,2014,6.5
West Virginia,West Virginia,2015,6.5
West Virginia,West Virginia,2016,6.1
West Virginia,West Virginia,2017,5.2
West Virginia,West Virginia,2018,5.1
West Virginia,West Virginia,2019,4.9
West Virginia,West Virginia,2020,8.300000000000001
West Virginia,West Virginia,2021,5.1
West Virginia,West Virginia,2022,3.9
West Virginia,West Virginia,2023,3.9
Wisconsin,Wisconsin,1995,3.7
Wisconsin,Wisconsin,1996,3.6
Wisconsin,Wisconsin,1997,3.5
Wisconsin,Wisconsin,1998,3.3
Wisconsin,Wisconsin,1999,3.1
Wisconsin,Wisconsin,2000,3.4
Wisconsin,Wisconsin,2001,4.4
Wisconsin,Wisconsin,2002,5.3
Wisconsin,Wisconsin,2003,5.6
Wisconsin,Wisconsin,2004,5
Wisconsin,Wisconsin,2005,4.7
Wisconsin,Wisconsin,2006,4.7
Wisconsin,Wisconsin,2007,4.8
Wisconsin,Wisconsin,2008,4.9
Wisconsin,Wisconsin,2009,8.800000000000001
Wisconsin,Wisconsin,2010,8.4
Wisconsin,Wisconsin,2011,7.5
Wisconsin,Wisconsin,2012,6.9
Wisconsin,Wisconsin,2013,6.7
Wisconsin,Wisconsin,2014,5.3
Wisconsin,Wisconsin,2015,4.4
Wisconsin,Wisconsin,2016,3.9
Wisconsin,Wisconsin,2017,3.3
Wisconsin,Wisconsin,2018,3
Wisconsin,Wisconsin,2019,3.2
Wisconsin,Wisconsin,2020,6.4
Wisconsin,Wisconsin,2021,3.8
Wisconsin,Wisconsin,2022,2.8
Wisconsin,Wisconsin,2023,2.8
Wyoming,Wyoming,1995,4.8
Wyoming,Wyoming,1996,5
Wyoming,Wyoming,1997,4.8
Wyoming,Wyoming,1998,4.8
Wyoming,Wyoming,1999,4.7
Wyoming,Wyoming,2000,3.8
Wyoming,Wyoming,2001,3.9
Wyoming,Wyoming,2002,4.1
Wyoming,Wyoming,2003,4.3
Wyoming,Wyoming,2004,3.8
Wyoming,Wyoming,2005,3.6
Wyoming,Wyoming,2006,3.1
Wyoming,Wyoming,2007,2.7
Wyoming,Wyoming,2008,3
Wyoming,Wyoming,2009,6.3
Wyoming,Wyoming,2010,6.9
Wyoming,Wyoming,2011,6.1
Wyoming,Wyoming,2012,5.4
Wyoming,Wyoming,2013,4.7
Wyoming,Wyoming,2014,4.4
Wyoming,Wyoming,2015,4.2
Wyoming,Wyoming,2016,5.3
Wyoming,Wyoming,2017,4.3
Wyoming,Wyoming,2018,4.1
Wyoming,Wyoming,2019,3.7
Wyoming,Wyoming,2020,5.9
Wyoming,Wyoming,2021,4.5
Wyoming,Wyoming,2022,3.4
Wyoming,Wyoming,2023,2.9
